Age,Workclass,Fnlwgt,Education,Marital_Status,Occupation,Relationship,Race,Sex,Native_Country,Income,Predicted_Income
25,2,139730,11,2,2,0,4,1,38,1, <=50K
55,2,231738,11,0,11,1,4,0,8,0, <=50K
19,2,227491,11,4,11,1,1,0,38,0, <=50K
39,2,174368,11,2,0,5,4,0,38,1, <=50K
29,2,132874,11,2,2,0,4,1,38,0, <=50K
30,2,172403,11,0,2,1,4,1,38,0, <=50K
60,2,389254,11,2,11,0,4,1,38,1, >50K
28,2,308709,9,4,11,1,4,0,38,0, <=50K
29,2,176683,9,4,11,1,4,1,38,1, <=50K
23,2,320451,9,4,3,3,1,1,38,0, <=50K
47,2,176319,11,2,11,3,4,0,38,1, <=50K
23,2,291407,15,4,11,3,2,1,38,0, <=50K
26,2,306225,9,4,3,1,1,0,30,0, <=50K
54,4,105010,9,2,3,0,4,1,38,1, >50K
35,1,215419,15,0,0,4,4,0,38,0, <=50K
60,2,81578,6,2,11,0,4,1,38,0, <=50K
53,2,106176,12,2,11,0,4,1,38,1, >50K
63,2,339473,15,0,11,1,4,0,38,0, <=50K
51,2,300816,9,4,0,4,4,1,38,0, <=50K
23,2,149224,11,4,11,1,4,1,38,0, <=50K
47,5,55272,15,2,2,0,4,1,38,1, >50K
38,4,164526,14,4,9,1,4,1,38,1, >50K
30,2,174704,1,2,6,0,2,1,38,0, <=50K
42,2,196001,11,5,0,4,4,0,38,0, <=50K
37,2,170718,11,2,3,0,4,1,38,0, >50K
42,2,413297,15,2,12,0,4,1,38,0, >50K
32,1,217296,11,2,13,5,4,0,38,0, <=50K
46,2,137354,12,2,12,0,1,1,29,1, >50K
24,2,174461,15,4,3,3,4,0,38,0, <=50K
61,2,248448,5,0,7,4,4,0,38,0, <=50K
45,3,170871,11,2,3,0,4,1,38,1, >50K
49,3,349230,8,2,3,0,4,1,38,1, >50K
17,2,221403,2,4,7,3,2,1,38,0, <=50K
24,2,220426,11,4,5,1,4,1,38,0, <=50K
17,2,27032,0,4,11,3,4,0,38,0, <=50K
22,2,203894,15,4,13,1,4,0,38,0, <=50K
33,2,110998,11,4,7,2,0,0,38,0, <=50K
20,2,206215,11,4,0,3,4,0,38,0, <=50K
28,2,65389,11,4,7,1,0,1,38,0, <=50K
58,4,231818,0,4,2,1,4,1,11,0, <=50K
29,2,35032,11,2,2,0,4,1,38,0, <=50K
19,2,121240,11,4,7,1,4,1,38,0, <=50K
21,2,192572,11,4,0,3,4,0,38,0, <=50K
19,2,310158,15,4,13,3,4,1,38,0, <=50K
48,2,186203,11,2,7,0,4,1,38,0, <=50K
25,2,76144,11,4,3,1,4,1,38,0, <=50K
33,2,126950,11,2,13,0,4,1,38,0, <=50K
42,2,259643,12,0,9,1,4,1,38,0, <=50K
36,2,107410,11,2,11,0,4,1,38,0, >50K
56,4,258752,9,2,3,0,4,1,38,0, >50K
24,2,186221,1,0,11,4,4,0,38,0, <=50K
31,2,106753,8,2,2,0,4,1,38,0, >50K
62,2,368476,4,2,4,0,4,1,25,0, <=50K
56,2,108276,9,6,7,1,4,0,38,0, <=50K
44,2,112797,6,0,7,3,4,0,38,0, <=50K
38,2,239755,11,2,6,0,4,1,38,0, <=50K
61,2,149981,11,2,0,5,4,0,38,0, <=50K
21,2,306967,8,4,0,1,4,0,38,0, <=50K
65,2,192133,11,2,2,0,4,1,11,0, >50K
40,2,103789,7,0,0,4,2,0,38,0, <=50K
31,2,34572,9,2,11,0,4,1,38,0, >50K
26,2,43408,9,2,9,0,4,1,38,0, >50K
52,2,133403,15,2,2,0,4,1,38,0, >50K
34,2,221396,15,2,0,0,4,1,38,0, >50K
55,2,176012,6,2,12,5,4,0,38,0, <=50K
28,1,191177,12,2,9,5,4,0,38,1, >50K
19,2,185695,15,4,7,3,4,0,38,0, <=50K
39,3,186934,9,3,11,1,4,1,38,0, >50K
50,2,178530,14,2,9,0,4,1,38,1, >50K
36,2,173804,1,0,7,1,4,0,38,0, <=50K
28,2,119793,9,4,11,1,4,1,38,0, <=50K
34,2,316470,15,4,0,1,4,1,38,0, <=50K
20,2,59948,6,4,0,4,2,0,38,0, <=50K
52,1,305053,11,2,2,0,4,1,38,0, >50K
50,2,95469,11,2,0,0,4,1,38,1, >50K
22,2,184779,11,4,9,1,4,0,38,0, <=50K
51,2,337195,15,2,11,0,4,1,38,1, >50K
22,2,250647,15,4,0,3,4,1,38,0, <=50K
50,2,279129,9,0,3,1,4,1,38,1, <=50K
29,2,221366,9,2,9,0,4,1,10,0, >50K
36,2,297449,9,0,9,1,4,1,38,1, >50K
50,1,145166,12,2,9,0,4,1,38,1, >50K
50,1,370733,11,2,0,0,2,1,38,0, >50K
57,2,174353,11,4,3,1,4,1,38,0, <=50K
34,2,269243,15,4,0,3,4,0,38,0, <=50K
49,4,233059,11,2,2,0,4,1,38,0, >50K
34,0,112115,15,4,2,2,4,1,38,0, <=50K
19,2,257750,15,4,11,2,4,0,38,0, <=50K
17,2,191260,1,4,7,3,4,1,38,0, <=50K
42,2,178537,11,4,7,1,4,0,38,0, <=50K
26,2,51961,2,4,11,2,2,1,38,0, <=50K
36,2,166304,11,2,13,0,4,1,38,0, >50K
26,2,192262,9,4,11,3,4,1,38,0, <=50K
31,1,356689,9,2,9,0,4,1,38,0, >50K
20,2,505980,15,4,11,3,4,1,38,0, <=50K
36,2,82743,7,4,13,1,4,1,19,0, <=50K
22,2,128487,11,4,0,1,4,0,38,0, <=50K
25,2,169905,8,4,11,1,4,1,38,1, <=50K
61,2,132972,6,4,6,4,2,0,38,0, <=50K
43,1,260696,9,0,9,4,4,0,38,0, <=50K
34,2,144949,0,2,2,0,4,1,38,1, <=50K
31,1,357954,7,4,12,1,4,1,38,0, <=50K
40,4,117721,11,2,4,0,4,1,38,0, <=50K
61,2,238913,8,2,12,0,4,1,38,1, >50K
23,2,44064,15,5,7,1,4,1,38,1, <=50K
77,4,72931,5,3,0,1,4,1,21,1, <=50K
40,2,153372,15,2,11,0,4,1,38,1, >50K
19,2,195985,11,4,7,1,4,0,38,0, <=50K
72,3,473748,15,2,3,0,4,1,38,1, >50K
49,2,110015,8,2,2,0,4,1,11,0, >50K
54,2,152652,11,2,13,0,4,1,38,0, <=50K
34,2,173495,11,0,13,1,4,1,38,0, <=50K
46,2,276087,11,2,11,0,4,1,38,0, >50K
19,2,283945,15,4,0,3,4,1,38,0, <=50K
19,2,120251,11,4,0,3,4,0,38,0, <=50K
55,2,204751,11,2,13,0,4,1,38,0, >50K
35,1,33975,9,2,9,0,4,1,38,1, >50K
31,2,345122,14,0,9,1,4,1,38,1, <=50K
44,5,111483,12,2,9,0,4,1,38,1, >50K
39,2,49020,12,4,3,1,4,1,38,0, <=50K
81,2,122651,15,2,11,0,4,1,38,0, >50K
54,4,269068,14,2,9,0,1,1,29,1, >50K
41,2,266530,11,2,7,0,0,1,38,0, <=50K
41,2,48087,5,0,2,1,4,1,38,0, <=50K
59,5,163047,15,0,0,1,4,0,38,0, <=50K
28,2,243762,1,5,2,4,4,0,38,0, <=50K
73,3,92886,0,6,11,4,4,0,1,0, <=50K
56,2,206399,11,2,2,0,4,1,38,0, >50K
25,2,254746,9,2,9,5,4,0,38,0, <=50K
19,2,235849,11,4,13,3,4,1,38,0, <=50K
26,2,61270,11,4,6,4,3,0,3,0, <=50K
39,2,269722,9,2,3,0,4,1,38,0, >50K
48,1,85341,9,2,9,0,4,1,38,0, >50K
45,2,187730,9,4,9,3,4,1,38,0, <=50K
31,1,50442,15,4,0,3,0,0,38,0, <=50K
21,2,129699,11,4,0,1,4,1,38,0, <=50K
46,2,106255,15,2,2,0,4,1,38,0, >50K
29,2,87507,10,2,9,0,1,1,18,0, >50K
63,2,108097,15,2,2,0,4,1,38,0, >50K
26,2,33610,11,4,2,2,4,1,38,0, <=50K
27,2,168827,11,2,6,0,4,1,38,0, <=50K
50,2,400630,14,2,9,0,4,1,38,1, >50K
35,2,141896,2,2,2,0,4,1,38,0, <=50K
24,2,117583,9,4,3,3,4,1,38,0, <=50K
50,2,133963,11,0,0,4,4,0,38,0, <=50K
38,2,227794,9,4,0,1,2,1,38,0, <=50K
56,4,233312,12,2,2,0,4,1,38,1, >50K
46,2,169042,0,4,7,1,4,0,6,0, <=50K
42,0,46366,11,5,0,4,2,0,38,0, <=50K
47,2,26950,12,0,11,1,4,0,38,0, <=50K
29,2,165360,8,4,0,1,4,0,38,0, <=50K
34,2,213722,11,4,5,3,4,1,38,0, <=50K
26,2,109080,15,2,11,0,4,1,38,0, <=50K
20,5,340475,15,4,0,3,4,0,38,0, <=50K
24,4,81145,15,4,7,1,4,0,38,0, <=50K
32,2,381583,11,2,2,0,3,1,38,0, <=50K
30,2,211028,11,4,0,1,4,0,38,0, <=50K
63,4,35021,9,2,9,0,1,1,2,1, >50K
45,3,34091,9,2,3,0,4,1,38,1, >50K
22,2,64292,11,4,12,1,4,0,38,0, <=50K
29,2,126060,11,2,11,5,4,0,38,1, <=50K
45,5,271962,9,0,10,1,4,0,38,0, <=50K
49,2,259087,15,0,2,1,4,0,38,0, <=50K
49,1,149210,9,2,10,0,2,1,38,1, >50K
42,5,104663,10,4,3,1,4,0,21,1, <=50K
19,2,144161,11,4,13,3,4,1,38,0, <=50K
67,3,330144,12,2,11,0,4,1,38,1, >50K
46,1,222115,9,0,0,1,4,0,38,1, <=50K
37,2,538443,11,0,2,1,4,1,38,1, <=50K
44,1,254134,7,0,12,1,2,1,38,0, <=50K
41,2,82319,2,2,7,5,4,0,38,0, <=50K
34,2,182274,15,2,3,5,4,0,38,1, >50K
25,2,298225,15,2,13,0,4,1,38,0, <=50K
25,2,102476,9,4,4,3,4,1,38,1, <=50K
20,2,34568,11,2,2,0,4,1,38,0, <=50K
35,3,82051,15,2,11,5,4,0,38,0, >50K
19,2,393712,11,4,0,3,4,0,38,0, <=50K
21,2,226145,15,4,5,3,4,1,38,0, <=50K
42,2,198096,15,2,7,0,4,1,38,1, <=50K
34,2,27409,6,2,2,0,4,1,38,0, <=50K
54,2,174102,15,4,3,1,4,1,38,1, <=50K
35,2,268620,11,0,7,1,4,0,38,0, <=50K
31,2,59083,11,2,0,0,4,1,38,0, <=50K
41,2,204046,11,2,2,0,4,1,38,0, >50K
33,2,170769,10,0,11,1,4,1,38,1, <=50K
23,2,169188,15,2,3,5,4,0,38,0, <=50K
26,2,224361,11,4,3,1,4,1,38,0, <=50K
54,2,169785,15,0,3,1,4,0,21,0, <=50K
37,2,433491,11,4,7,3,4,1,38,0, <=50K
28,1,86615,11,4,7,3,2,1,38,0, <=50K
46,5,421223,15,4,3,1,4,0,38,0, <=50K
35,2,163237,9,2,11,0,4,1,38,1, >50K
27,2,38353,8,2,11,0,4,1,38,0, <=50K
42,4,103980,8,2,9,0,4,1,38,0, >50K
46,2,428350,11,2,7,3,4,0,38,0, <=50K
35,2,196491,9,4,11,1,4,1,38,0, <=50K
65,1,254413,15,0,3,1,4,0,38,0, <=50K
29,2,198997,11,2,0,5,4,0,38,0, <=50K
31,2,339482,11,2,2,0,4,1,38,1, <=50K
31,2,196125,1,2,2,0,4,1,38,0, <=50K
44,2,205822,15,2,11,0,4,1,38,1, >50K
38,0,122493,9,2,9,0,4,1,38,0, >50K
32,2,227214,9,2,9,0,3,1,6,0, >50K
35,2,308945,11,0,12,4,4,0,38,0, <=50K
44,2,191893,11,4,7,3,4,0,38,0, <=50K
27,2,183639,11,4,13,3,4,1,38,0, <=50K
34,2,228873,10,2,9,0,4,1,38,1, >50K
26,1,425092,12,4,9,1,4,0,38,0, <=50K
69,5,34339,11,2,10,0,4,1,38,0, >50K
56,2,392160,11,6,11,4,4,0,25,0, <=50K
44,2,212888,9,0,3,4,4,0,38,0, <=50K
58,4,222311,11,2,7,0,4,1,38,1, <=50K
51,2,193374,3,2,2,0,4,1,25,0, <=50K
42,2,445940,6,2,2,0,4,1,25,0, <=50K
43,2,48882,11,0,0,2,4,0,38,0, <=50K
27,2,109997,11,0,7,1,4,0,38,0, <=50K
32,2,151053,11,2,5,0,4,1,38,1, <=50K
40,2,198452,1,2,4,0,4,1,38,0, <=50K
59,2,99248,15,0,7,1,4,1,38,0, <=50K
25,2,199224,9,2,9,0,4,1,38,1, >50K
21,2,275421,15,4,2,3,4,0,38,0, <=50K
61,2,213321,11,2,10,0,4,1,38,0, >50K
33,2,157747,7,2,5,0,4,1,38,0, <=50K
37,2,105044,15,2,3,0,4,1,38,1, >50K
43,2,35910,15,2,11,0,4,1,38,1, >50K
23,2,189203,11,4,11,1,4,1,38,0, <=50K
45,1,167159,9,2,10,0,4,1,38,1, >50K
30,2,175856,12,2,9,0,4,1,38,0, >50K
59,4,116878,11,2,3,0,4,1,11,0, >50K
37,1,51158,15,2,12,5,4,0,38,1, >50K
28,2,138054,7,4,7,1,3,1,38,0, <=50K
43,2,200835,11,2,2,0,4,1,38,0, >50K
33,2,309630,11,2,7,0,4,1,38,0, <=50K
22,2,122272,11,4,0,3,4,0,38,0, <=50K
22,2,208946,15,4,11,3,4,1,38,0, <=50K
31,2,379046,11,4,5,3,1,0,39,0, <=50K
22,2,126822,9,4,0,3,4,0,38,0, <=50K
37,2,188069,11,2,6,0,4,1,38,0, >50K
36,5,112074,10,4,9,1,4,1,38,0, <=50K
29,2,130620,15,3,11,3,1,0,18,0, <=50K
43,2,972354,15,2,7,0,4,1,38,0, <=50K
48,2,118717,9,0,9,1,2,0,38,0, <=50K
33,2,142675,9,4,5,1,4,1,38,0, <=50K
30,2,196396,15,4,6,1,4,1,38,0, <=50K
35,2,498216,9,0,3,4,4,0,38,0, <=50K
33,2,156192,12,2,9,0,4,1,38,1, >50K
20,2,138107,11,4,5,3,2,1,38,0, <=50K
44,3,269733,9,2,11,0,4,1,38,0, >50K
40,2,173858,5,2,7,0,1,1,0,0, <=50K
34,2,202450,11,2,2,0,4,1,38,1, >50K
60,4,52900,11,2,2,0,4,1,38,1, >50K
48,4,100931,15,4,0,1,4,1,38,0, <=50K
19,2,136866,11,4,2,3,4,1,38,0, <=50K
31,2,43716,8,0,6,4,4,1,38,0, <=50K
59,2,108496,12,2,3,0,4,1,38,1, >50K
23,2,252153,15,4,7,1,4,0,38,0, <=50K
27,2,332187,9,4,0,1,4,0,38,0, <=50K
34,2,131552,11,4,7,3,4,0,38,0, <=50K
27,2,357348,11,5,7,4,4,0,38,0, <=50K
23,2,222925,11,2,6,3,4,0,38,0, <=50K
29,2,185019,2,4,7,1,3,1,38,0, <=50K
59,2,197148,11,2,10,0,4,1,38,1, >50K
21,2,118657,11,5,6,2,4,1,38,0, <=50K
18,2,274057,1,4,7,3,2,1,38,0, <=50K
73,2,301210,3,2,13,0,4,1,38,0, <=50K
48,2,248164,9,2,11,0,4,1,38,1, >50K
42,2,52781,15,2,12,0,4,1,38,0, >50K
27,2,251905,8,4,3,3,4,1,38,0, <=50K
49,5,185800,12,0,9,4,2,0,38,1, <=50K
54,5,123592,11,5,0,4,2,0,38,0, <=50K
50,5,116211,14,2,3,0,4,1,38,1, >50K
58,2,316849,15,0,7,1,4,1,38,0, <=50K
33,2,198211,11,2,3,0,4,1,38,0, >50K
45,2,119904,11,0,12,1,4,0,38,1, <=50K
31,2,162572,9,2,3,0,4,1,38,0, >50K
26,2,161007,8,2,5,0,4,1,38,0, <=50K
43,2,163847,9,2,4,0,4,1,38,1, >50K
30,2,97933,7,2,13,5,4,0,38,1, <=50K
65,1,125768,15,0,0,1,4,0,38,0, <=50K
31,2,255004,9,4,3,1,4,1,38,0, <=50K
51,2,146767,9,2,9,0,4,1,38,1, >50K
25,2,213412,9,4,12,4,4,1,38,0, <=50K
32,2,302845,11,2,3,5,4,0,38,0, >50K
34,5,85218,12,4,9,4,2,0,38,0, <=50K
39,2,297449,9,2,9,0,4,1,38,1, >50K
63,2,264968,9,4,0,1,4,1,38,0, <=50K
38,2,174717,9,2,11,0,4,1,38,1, >50K
36,5,116554,9,4,0,1,4,0,38,0, <=50K
26,2,917220,2,4,13,3,2,1,38,0, <=50K
49,2,105431,11,0,7,1,2,0,38,0, <=50K
35,2,66297,9,4,9,1,1,0,29,1, <=50K
33,1,511289,8,2,10,0,4,1,38,1, >50K
23,2,31606,11,4,0,4,4,0,38,0, <=50K
29,2,34292,11,4,7,3,4,1,38,0, <=50K
49,2,104455,9,3,7,1,1,1,29,0, <=50K
44,1,101950,14,5,9,4,4,0,38,0, <=50K
20,2,270517,11,4,7,3,4,0,25,0, <=50K
32,0,191385,7,0,10,1,4,1,38,0, <=50K
33,0,182714,14,4,9,1,4,0,38,1, <=50K
42,2,175133,15,4,6,4,2,0,38,0, <=50K
21,2,73679,15,4,3,3,4,0,38,0, <=50K
30,2,103596,11,4,10,1,4,1,38,0, <=50K
20,2,637080,15,4,11,1,4,1,38,0, <=50K
28,2,206125,15,2,2,0,4,1,38,0, <=50K
67,4,127543,0,2,4,0,4,1,38,0, <=50K
23,2,214227,8,0,0,1,4,0,38,0, <=50K
42,2,153160,11,6,7,4,4,0,38,0, <=50K
49,1,173584,9,4,9,1,4,0,38,0, <=50K
28,2,302406,14,4,9,1,4,1,38,0, <=50K
47,4,172034,11,2,11,0,4,1,38,1, >50K
69,3,169717,9,2,3,0,4,1,38,1, >50K
22,2,103762,9,4,3,3,4,0,38,0, <=50K
54,1,204325,15,2,10,0,4,1,38,0, >50K
34,2,116677,15,2,5,0,4,1,38,0, <=50K
57,4,174760,7,3,4,4,0,1,38,0, <=50K
34,2,97723,9,2,9,0,4,1,38,1, >50K
48,2,355978,12,2,3,0,4,1,38,0, >50K
36,2,190759,9,2,9,0,4,1,38,1, >50K
57,2,173832,9,2,11,0,4,1,38,1, >50K
44,2,203943,9,2,3,0,2,1,38,1, >50K
22,2,148431,11,4,0,1,3,0,38,0, <=50K
27,4,123116,11,2,13,0,4,1,38,0, <=50K
57,1,339163,15,6,0,4,4,0,25,0, <=50K
39,2,190728,11,4,0,1,4,0,38,0, <=50K
38,1,421446,9,2,3,0,2,1,38,1, >50K
36,2,305352,0,0,2,2,2,1,38,0, <=50K
43,2,177905,11,2,5,0,4,1,38,0, >50K
22,2,123876,15,4,7,3,4,0,38,0, <=50K
56,2,132026,9,2,11,0,2,1,38,1, >50K
34,4,313729,9,2,11,0,4,1,38,1, >50K
45,2,140644,11,2,11,0,4,1,38,1, >50K
38,2,312771,8,2,11,0,4,1,38,1, >50K
21,2,165107,15,4,8,3,4,0,38,0, <=50K
55,2,201112,11,0,9,4,2,0,38,0, <=50K
22,2,235853,6,4,11,1,4,1,38,0, <=50K
24,2,161092,15,2,0,0,4,1,38,1, <=50K
34,4,179673,14,2,9,0,4,1,38,1, >50K
41,2,230020,11,2,2,0,3,1,38,0, <=50K
37,4,268598,9,2,3,0,3,1,32,1, >50K
18,3,119422,11,4,7,4,1,0,18,0, <=50K
51,4,74160,12,0,9,4,4,1,38,1, <=50K
20,5,41103,15,4,7,3,4,0,38,0, <=50K
25,2,131463,9,2,9,0,4,1,38,0, >50K
21,2,20728,11,4,11,3,4,0,38,0, <=50K
20,2,91939,11,4,0,1,2,0,38,0, <=50K
22,2,167868,11,4,11,1,4,0,38,0, <=50K
34,1,254270,9,4,9,1,4,0,38,0, <=50K
21,2,250051,15,4,9,3,4,0,38,0, <=50K
18,2,163787,15,4,11,3,4,0,38,0, <=50K
32,2,134737,9,2,9,0,4,1,38,1, >50K
35,2,374524,14,2,9,0,4,1,38,1, >50K
58,2,473836,5,6,4,2,4,0,12,0, <=50K
47,2,212120,9,2,3,0,4,1,38,1, >50K
39,0,175232,15,2,5,0,4,1,38,1, <=50K
41,2,289886,4,2,7,0,3,1,26,0, <=50K
42,2,126098,11,5,2,4,2,0,38,0, <=50K
36,2,370767,11,2,9,0,4,1,38,0, >50K
40,2,144594,11,2,0,0,4,1,38,0, <=50K
26,2,55860,15,4,0,1,2,0,38,0, <=50K
38,2,104089,8,4,2,3,4,1,38,0, <=50K
51,2,508891,11,0,6,3,2,1,38,0, <=50K
62,2,162825,11,2,6,0,4,1,38,1, >50K
23,2,239539,11,4,6,3,1,1,29,0, <=50K
39,2,358837,15,4,12,4,2,0,38,0, <=50K
18,2,115215,11,4,7,3,4,1,38,0, <=50K
46,2,315423,15,2,11,0,4,1,38,0, >50K
27,4,30244,11,4,4,3,4,1,38,0, <=50K
25,2,486332,11,0,7,1,4,1,25,0, <=50K
38,2,204527,11,2,2,0,4,1,38,0, >50K
26,4,318644,14,4,9,3,4,1,38,0, <=50K
33,2,245777,11,0,11,1,4,1,38,0, <=50K
45,2,169092,11,0,11,1,4,0,38,0, <=50K
64,2,66634,5,2,2,0,4,1,38,0, <=50K
28,2,398220,4,4,2,2,4,1,25,0, <=50K
31,2,359249,8,4,10,3,2,1,38,0, <=50K
59,2,188041,11,0,5,1,2,1,38,0, <=50K
33,2,104509,15,0,0,4,4,0,38,0, <=50K
46,2,128796,9,2,3,0,4,1,38,1, >50K
40,2,96129,11,2,11,0,4,1,38,1, >50K
40,3,64885,12,2,11,0,4,1,38,1, >50K
33,2,143582,11,5,7,4,1,0,2,0, <=50K
58,1,147428,12,2,9,0,4,1,38,1, >50K
39,1,98587,15,0,9,3,4,0,38,0, <=50K
47,2,145886,15,0,7,4,4,0,38,0, <=50K
44,2,223308,12,5,11,4,4,0,38,0, <=50K
49,2,200471,1,4,7,1,4,1,38,0, <=50K
39,2,141802,15,0,0,4,2,0,38,0, <=50K
19,2,201743,15,4,7,3,4,0,38,0, <=50K
43,4,47261,15,2,4,0,4,1,38,0, >50K
30,2,190823,15,4,7,3,2,0,38,0, <=50K
34,2,173730,11,2,11,0,4,1,38,0, >50K
24,2,53942,9,2,6,0,4,1,38,0, <=50K
42,2,121055,15,4,11,1,4,1,38,0, <=50K
34,2,188900,9,2,3,5,4,0,38,0, >50K
25,2,154863,11,4,0,4,2,1,38,0, <=50K
29,2,183111,8,2,6,0,4,1,38,0, <=50K
35,2,186845,14,2,9,0,4,1,38,1, >50K
41,2,162189,11,4,6,3,4,0,28,0, <=50K
19,2,293928,11,4,0,3,4,0,38,0, <=50K
64,1,202738,11,2,0,5,4,0,38,0, <=50K
22,5,186634,2,4,3,1,4,1,38,1, <=50K
26,2,247455,9,2,11,5,4,0,38,1, <=50K
28,2,25955,15,4,2,3,0,1,38,0, <=50K
20,2,334633,11,0,0,1,4,0,38,0, <=50K
30,2,155659,11,0,7,4,4,0,38,0, <=50K
24,2,585203,9,2,3,5,4,0,38,1, <=50K
49,4,163352,14,2,9,0,4,1,38,1, >50K
78,2,180239,12,6,2,4,1,1,34,0, <=50K
31,2,193231,9,4,12,1,4,1,38,0, <=50K
31,2,381153,15,4,3,4,4,1,38,0, <=50K
34,2,189759,9,2,3,0,4,1,38,1, >50K
55,2,249072,11,2,13,0,4,1,38,0, >50K
35,2,99156,9,4,11,1,4,1,38,0, <=50K
17,2,52967,0,4,7,3,4,0,38,0, <=50K
37,1,251396,7,2,9,0,4,1,1,1, >50K
25,2,57635,8,2,11,5,4,0,38,1, <=50K
33,2,181091,9,2,0,0,4,1,19,1, >50K
51,1,117496,12,2,9,5,4,0,38,1, >50K
50,3,204447,15,0,10,1,4,1,38,0, >50K
67,2,35015,12,4,9,1,4,1,38,0, <=50K
56,5,54260,10,2,9,1,1,1,2,0, >50K
21,2,301694,11,4,2,1,4,1,25,0, <=50K
17,2,293440,1,4,0,3,4,0,38,0, <=50K
53,2,145409,11,2,6,0,4,1,38,1, >50K
22,2,213902,4,4,8,2,4,0,7,0, <=50K
35,2,474136,11,4,2,1,4,1,38,0, <=50K
36,2,32776,9,2,3,0,4,1,38,1, >50K
55,3,209569,11,0,11,4,4,0,38,1, <=50K
58,2,150560,9,0,0,1,4,0,38,1, <=50K
30,2,241583,15,2,6,0,4,1,38,0, <=50K
24,2,374253,11,5,7,1,4,0,38,0, <=50K
35,2,411395,15,2,3,0,4,1,38,0, >50K
30,2,149118,11,0,2,1,4,0,38,0, <=50K
32,3,218407,15,4,3,1,4,1,4,0, <=50K
33,4,361497,11,4,9,1,4,1,38,0, <=50K
28,4,200515,15,2,2,0,4,1,38,0, >50K
25,2,188119,11,4,5,1,4,0,38,0, <=50K
19,2,228238,11,4,6,2,4,1,25,0, <=50K
47,2,332727,9,2,9,0,4,1,38,1, >50K
40,2,273425,9,2,3,0,4,1,38,1, >50K
17,2,168807,5,4,2,1,4,1,38,0, <=50K
43,1,143828,12,0,9,4,2,0,38,1, <=50K
56,2,231781,11,2,11,0,4,1,38,1, >50K
32,2,339773,15,2,3,0,4,1,38,1, >50K
27,2,191782,11,4,7,2,2,0,38,0, <=50K
28,1,216965,15,2,10,0,4,1,38,0, >50K
62,2,57970,5,0,5,1,4,1,38,0, <=50K
31,2,164569,15,0,7,4,4,0,38,0, <=50K
27,3,120126,6,4,2,3,4,1,38,0, <=50K
26,2,239043,1,4,7,1,4,1,38,0, <=50K
56,2,275236,9,2,6,0,4,1,38,0, >50K
43,2,152420,15,2,6,0,2,1,38,0, <=50K
24,2,94395,15,4,2,1,4,1,38,0, <=50K
29,2,178244,11,2,6,0,4,1,38,0, <=50K
43,2,173316,15,2,2,0,4,1,38,0, >50K
28,1,336543,7,2,10,0,1,1,16,1, >50K
55,3,124137,15,2,11,0,4,1,38,1, >50K
45,4,114396,9,0,9,1,4,1,38,0, <=50K
49,2,133729,15,2,7,0,4,1,38,0, <=50K
27,4,243569,11,2,11,0,4,1,38,0, <=50K
27,2,252506,15,0,3,3,4,0,38,0, <=50K
51,4,259323,11,2,2,0,4,1,38,0, >50K
29,2,162002,11,4,7,3,4,0,38,0, <=50K
36,2,169037,11,4,0,1,4,0,38,0, <=50K
35,3,202027,15,0,3,1,4,1,38,0, >50K
24,2,283613,9,4,9,1,4,1,38,0, <=50K
40,4,284706,14,2,9,0,0,1,38,1, >50K
55,2,202559,9,2,7,2,1,1,29,0, <=50K
25,2,182866,11,4,5,3,4,1,38,0, <=50K
59,2,157305,13,4,6,1,4,1,5,0, <=50K
24,2,321435,9,4,0,1,4,1,38,0, <=50K
35,5,483530,15,0,12,4,4,0,38,0, <=50K
40,2,77357,14,2,9,0,4,1,38,1, >50K
24,2,329530,6,2,11,0,4,1,25,0, <=50K
18,5,191117,1,4,7,3,4,1,38,0, <=50K
44,2,193755,9,0,3,1,4,1,38,1, <=50K
29,2,160731,11,2,2,0,4,1,38,1, <=50K
29,2,185127,11,2,11,0,4,1,38,0, <=50K
50,2,304260,7,0,0,1,1,1,38,0, <=50K
31,1,243665,11,2,10,0,4,1,38,1, >50K
26,4,189238,15,4,9,1,4,0,25,0, <=50K
37,2,114765,15,4,6,1,4,0,38,0, <=50K
25,1,117833,9,4,9,1,4,0,38,0, <=50K
18,2,155752,11,4,6,1,4,0,38,0, <=50K
28,1,180271,9,2,5,0,4,1,38,1, <=50K
48,4,209057,9,3,11,3,4,1,38,1, <=50K
41,2,210259,15,0,0,4,2,0,38,0, <=50K
51,4,171924,15,2,11,0,4,1,38,0, >50K
29,2,309463,6,2,2,0,4,1,38,0, <=50K
21,2,306850,11,4,13,3,4,1,38,0, <=50K
27,2,200733,11,2,6,0,4,1,38,0, <=50K
46,2,24728,11,4,2,1,4,0,38,0, <=50K
19,2,186096,11,4,7,3,2,1,38,0, <=50K
41,2,124639,15,5,2,1,2,1,38,0, <=50K
19,2,250818,15,4,0,1,4,1,38,0, <=50K
35,2,98283,14,4,9,1,1,1,18,1, <=50K
31,2,188246,12,2,9,0,4,1,38,0, >50K
28,5,210498,11,2,10,0,4,1,38,0, <=50K
39,1,189911,1,0,0,4,4,0,38,0, <=50K
38,5,267540,15,5,0,4,2,0,38,0, <=50K
30,2,78980,8,2,6,0,4,1,38,1, >50K
37,4,241463,11,2,3,0,4,1,38,1, >50K
45,2,235646,9,2,3,0,4,1,38,1, >50K
